Date,High,Low,Open,Close,Volume,Adj Close
2021-09-28,54.900001525878906,50.0,50.0,54.79999923706055,11534500,54.79999923706055
2021-09-29,54.75,51.70000076293945,53.25,54.0099983215332,2927300,54.0099983215332
2021-09-30,54.43000030517578,52.263999938964844,53.31999969482422,54.34000015258789,1830200,54.34000015258789
2021-10-01,54.7400016784668,50.369998931884766,54.0,54.5099983215332,1900900,54.5099983215332
2021-10-04,55.0,52.040000915527344,53.83000183105469,54.0,3777800,54.0
2021-10-05,53.970001220703125,51.599998474121094,53.540000915527344,52.25,859300,52.25
2021-10-06,51.45000076293945,49.53499984741211,51.209999084472656,50.16999816894531,937100,50.16999816894531
2021-10-07,52.20000076293945,50.18000030517578,50.18000030517578,51.95000076293945,233000,51.95000076293945
2021-10-08,52.81999969482422,49.59000015258789,52.5099983215332,49.689998626708984,193500,49.689998626708984
2021-10-11,50.720001220703125,48.861000061035156,50.0,49.119998931884766,364400,49.119998931884766
2021-10-12,50.45500183105469,49.130001068115234,49.2599983215332,50.0,389400,50.0
2021-10-13,53.68000030517578,49.58000183105469,50.0,53.599998474121094,519900,53.599998474121094
2021-10-14,54.970001220703125,53.08000183105469,53.599998474121094,54.45000076293945,682100,54.45000076293945
2021-10-15,56.130001068115234,54.04499816894531,54.75,56.02000045776367,791000,56.02000045776367
2021-10-18,64.93000030517578,55.119998931884766,55.119998931884766,63.52000045776367,1931800,63.52000045776367
2021-10-19,65.0,60.599998474121094,63.38999938964844,63.790000915527344,694800,63.790000915527344
2021-10-20,65.61699676513672,62.91999816894531,64.23999786376953,64.83999633789062,491200,64.83999633789062
2021-10-21,69.45999908447266,64.0999984741211,64.44999694824219,66.69000244140625,539100,66.69000244140625
2021-10-22,70.5199966430664,65.3290023803711,65.51000213623047,67.41000366210938,567400,67.41000366210938
2021-10-25,72.12000274658203,67.0,67.25,68.94999694824219,900600,68.94999694824219
2021-10-26,73.61000061035156,68.5199966430664,69.41000366210938,71.16999816894531,585200,71.16999816894531
2021-10-27,71.18000030517578,66.7699966430664,69.05000305175781,70.5199966430664,1048400,70.5199966430664
2021-10-28,73.20999908447266,68.0,70.5,73.06999969482422,590500,73.06999969482422
2021-10-29,74.80000305175781,72.31999969482422,72.33999633789062,74.29000091552734,727200,74.29000091552734
2021-11-01,78.02999877929688,73.66000366210938,76.30000305175781,77.91000366210938,897200,77.91000366210938
2021-11-02,83.9000015258789,76.61000061035156,77.91000366210938,78.72000122070312,1201900,78.72000122070312
2021-11-03,84.4800033569336,79.08000183105469,79.08000183105469,80.80000305175781,942200,80.80000305175781
2021-11-04,87.9800033569336,80.5999984741211,81.12999725341797,82.19000244140625,1269300,82.19000244140625
2021-11-05,84.98999786376953,80.13999938964844,83.0,83.68000030517578,659700,83.68000030517578
2021-11-08,86.11000061035156,77.9000015258789,85.0,80.2699966430664,1082800,80.2699966430664
2021-11-09,85.12999725341797,77.36000061035156,80.2699966430664,84.80000305175781,763300,84.80000305175781
2021-11-10,83.27799987792969,74.30000305175781,79.62000274658203,74.72000122070312,1436500,74.72000122070312
2021-11-11,78.86000061035156,74.58999633789062,78.41000366210938,75.56999969482422,457200,75.56999969482422
2021-11-12,75.39399719238281,72.04000091552734,72.95999908447266,73.86000061035156,1549700,73.86000061035156
2021-11-15,73.62999725341797,67.06999969482422,72.08000183105469,72.69000244140625,2045700,72.69000244140625
2021-11-16,74.19000244140625,69.69000244140625,72.12999725341797,72.61000061035156,1214000,72.61000061035156
2021-11-17,73.3489990234375,70.37999725341797,71.58999633789062,71.0999984741211,674400,71.0999984741211
2021-11-18,71.33999633789062,68.12999725341797,69.87999725341797,68.47000122070312,492400,68.47000122070312
2021-11-19,69.98999786376953,67.87999725341797,68.91999816894531,68.4000015258789,531900,68.4000015258789
