seed,train_ret,bull_median,bull_p10,bull_p90,hard_median,hard_p10,hard_p90
777,1.2111
121.11,0.1437,-0.3027,1.1609,-0.0006,-0.0983,0.0890
1337,0.6627
66.27,0.1130,-0.0817,0.5561,-0.0723,-0.1685,0.0641
5678,1.9740
197.40,0.0245,-0.3676,0.2795,0.0049,-0.0993,0.0889
9621,1.7459
174.59,0.0245,-0.3676,0.3172,0.0163,-0.0993,0.0889
42,1.5948
159.48,0.0368,-0.2824,1.1768,-0.0567,-0.1245,0.0682
1,1.6303
163.03,0.0581,-0.3676,0.2686,0.0163,-0.0993,0.0889
2,1.6609
166.09,0.2145,-0.0798,0.6162,-0.0535,-0.1976,0.0663
3,0.9309
93.09,0.0099,-0.3384,1.8575,0.0024,-0.0726,0.0478
4,0.6448
64.48,0.0545,-0.1053,0.6238,-0.0736,-0.1364,0.0837
5,0.4924
49.24,0.0186,-0.3881,0.2786,-0.0041,-0.0855,0.0950
7,1.7621
176.21,-0.1114,-0.2072,0.3811,-0.0811,-0.1369,-0.0362
11,1.7769
177.69,-0.2555,-0.4425,0.1161,-0.1229,-0.2375,-0.0618
13,1.3170
131.70,-0.1373,-0.3871,0.0657,-0.0822,-0.1450,0.0584
17,1.0052
100.52,0.1529,-0.0952,0.7553,-0.0726,-0.1637,0.0822
19,1.0308
103.08,-0.0268,-0.1972,0.5616,-0.0390,-0.1076,0.0837
23,2.0131
201.31,-0.2790,-0.4423,2.3933,0.0333,-0.1493,0.1355
29,1.0819
108.19,0.0992,-0.2183,0.2791,-0.1066,-0.1444,-0.0592
